# postcodes.txt
#
# This file is distributed as part of FindMyNearest. It contains
# calculated mean locations for GB postcode areas, districts and
# sectors.
#
# These data are derived from the Ordnance Survey Code Point Open
# data and are made availabe under the Creative Commons 
# Attribution 3.0 licence, see
# http://creativecommons.org/licenses/by/3.0/
#
# Any derivitive work must retain the following attribution
#
# Contains Ordnance Survey data (c) Crown copyright and 
# database right 2010
#
# Contains Royal Mail data (c) Royal Mail copyright and 
# database right 2010
#
# postcode	eastings	northings
TN35 4	584361	113718
TN35 5	583474	111025
TN35	583947	112461
TN36 4	589859	116996
TN36	589859	116996
TN37 6	580293	109773
TN37 7	579785	112231
TN37	580003	111176
TN38 0	579536	109490
TN38 1	579407	110715
TN38 8	578025	110170
TN38 9	578882	111324
TN38	579135	110252
TN39 3	572923	107396
TN39 4	572224	108226
TN39 5	573483	109546
TN39	572741	108093
TN4 0	557971	142375
TN4 8	557081	139563
TN4 9	558533	140911
TN4	557880	140943
TN40 1	574639	107526
TN40 2	575183	108510
TN40 9	574167	107506
TN40	574804	107944
TN5 6	563535	132285
TN5 7	568682	130786
TN5	565761	131637
TN6 1	551250	130769
TN6 2	552367	130593
TN6 3	554320	129662
TN6 9	551441	131099
TN6	552456	130442
TN7 4	547420	134962
TN7	547420	134962
TN8 5	544357	145684
TN8 6	544449	148051
TN8 7	547893	143570
TN8 9	544317	146321
TN8	545252	146054
TN9 1	559172	146569
TN9 2	558831	145582
TN9 9	559975	145894
TN9	559145	146039
TN	570896	134518
TQ1 1	292142	64201
TQ1 2	292761	63644
TQ1 3	292074	65026
TQ1 4	291400	65782
TQ1 9	290529	65586
TQ1	291948	64816
TQ10 9	270544	59843
TQ10	270544	59843
TQ11 0	273565	66172
TQ11	273565	66172
TQ12 1	285560	71184
TQ12 2	286188	71449
TQ12 3	287114	73617
TQ12 4	288145	70628
TQ12 5	286118	67742
TQ12 6	282769	72590
TQ12 9	286878	71064
TQ12	285909	71145
TQ13 0	286640	79168
TQ13 7	274958	70794
TQ13 8	272155	86742
TQ13 9	280539	78475
TQ13	278425	78594
TQ14 0	293078	72156
TQ14 8	294126	73487
TQ14 9	292424	73730
TQ14	293269	73411
TQ2 5	291092	64177
TQ2 6	289933	63961
TQ2 7	289686	66034
TQ2 8	291172	66987
TQ2	290397	65186
TQ3 1	287995	62606
TQ3 2	288939	61585
TQ3 3	287806	60975
TQ3	288200	61621
TQ4 5	288620	60196
TQ4 6	289257	59334
TQ4 7	287836	58854
TQ4 9	288792	60830
TQ4	288475	59401
TQ5 0	290235	55459
TQ5 5	292286	56062
TQ5 8	291990	56151
TQ5 9	292615	55707
TQ5	291790	55777
TQ6 0	286571	50503
TQ6 6	287548	51353
TQ6 9	287313	51303
TQ6	286959	50920
TQ7 1	273540	44207
TQ7 2	278883	42555
TQ7 3	269827	41963
TQ7 4	269206	47818
TQ7 9	273513	44195
TQ7	272973	44034
TQ8 8	273720	39101
TQ8	273720	39101
TQ9 5	280370	60402
TQ9 6	281009	61492
TQ9 7	278465	54236
TQ9 9	279591	60748
TQ9	279918	58885
TQ	285002	63164
TR1 1	183262	45024
TR1 2	182467	44542
TR1 3	181362	44997
TR1 9	182951	43941
TR1	182401	44828
TR10 8	178227	34450
TR10 9	175689	34120
TR10	177391	34341
TR11 2	179981	33117
TR11 3	180720	32594
TR11 4	180158	32237
TR11 5	177723	31535
TR11	179509	32329
TR12 6	175493	22882
TR12 7	168896	18369
TR12	172405	20770
TR13 0	167179	30909
TR13 8	166194	27633
TR13 9	162124	27399
TR13	165132	28457
TR14 0	163932	39468
TR14 4	165344	40178
TR14 7	164692	39916
TR14 8	165144	40399
TR14 9	166064	37789
TR14	164874	39690
TR15 1	170078	42638
TR15 2	170179	41729
TR15 3	167713	41749
TR15	169232	42029
TR16 4	167540	44193
TR16 5	172441	42701
TR16 6	170697	39111
TR16	170380	41908
TR17 0	152052	30796
TR17	152052	30796
TR18 2	147214	30526
TR18 3	147091	31306
TR18 4	146785	29966
TR18 5	146219	28617
TR18 9	146888	30487
TR18	146856	30169
TR19 6	143520	25880
TR19 7	137385	31323
TR19	140531	28532
TR2 4	190248	48764
TR2 5	189181	38613
TR2	189692	43470
TR20 8	146958	32606
TR20 9	155744	30242
TR20	150710	31596
TR21 0	93789	11744
TR21	93789	11744
TR22 0	88068	8195
TR22	88068	8195
TR23 0	88030	15228
TR23	88030	15228
TR24 0	89154	15152
TR24	89154	15152
TR25 0	92221	15954
TR25	92221	15954
TR26 1	151546	40537
TR26 2	152042	39238
TR26 3	151930	37810
TR26	151834	39448
TR27 4	156481	37576
TR27 5	158612	38357
TR27 6	156440	34940
TR27	157075	36934
TR3 6	180117	41343
TR3 7	175914	38233
TR3	178156	39892
TR4 8	174025	45269
TR4 9	180147	50471
TR4	176541	47406
TR5 0	172647	50417
TR5	172647	50417
TR6 0	175757	53882
TR6	175757	53882
TR7 1	180625	61620
TR7 2	181709	61251
TR7 3	183227	62254
TR7	181659	61640
TR8 4	186078	63264
TR8 5	182744	57228
TR8	184205	59873
TR9 6	191517	61234
TR9	191517	61234
TR93 0	149759	31356
TR93	149759	31356
TR	168248	39263
TS1 1	449400	520481
TS1 2	449624	520180
TS1 3	449717	519654
TS1 4	448847	519561
TS1 5	448920	520112
TS1 9	449269	520322
TS1	449263	519921
TS10 1	459881	524677
TS10 2	461048	523469
TS10 3	461108	524541
TS10 4	459821	523045
TS10 5	458728	523904
TS10 9	458961	522179
TS10	460186	523866
TS11 6	462907	522324
TS11 7	463932	522242
TS11 8	461965	520882
TS11	462955	521814
TS12 1	466135	521098
TS12 2	467277	519254
TS12 3	467037	515919
TS12	466908	519071
TS13 4	472122	518171
TS13 5	478759	516918
TS13	474164	517785
TS14 6	461059	516235
TS14 7	461319	515211
TS14 8	459914	515128
TS14 9	461115	515357
TS14	460809	515638
TS15 0	446067	506854
TS15 9	442414	511816
TS15	443343	510554
TS16 0	441623	514381
TS16 9	442326	514227
TS16	441834	514335
TS17 0	444908	514557
TS17 5	443850	514279
TS17 6	445075	518304
TS17 7	445780	517898
TS17 8	445462	517026
TS17 9	446024	516046
TS17	445137	515988
TS18 1	444328	519056
TS18 2	445265	519752
TS18 3	443935	517871
TS18 4	443252	518948
TS18 5	442123	518113
TS18	443773	518689
TS19 0	443231	520163
TS19 1	444273	519638
TS19 7	441644	519312
TS19 8	441924	521033
TS19 9	442797	521634
TS19	442616	520369
TS2 1	449490	521469
TS2	449490	521469
TS20 1	444152	522028
TS20 2	444742	520926
TS20	444439	521491
TS21 1	438076	520543
TS21 2	435110	528120
TS21 3	437327	527671
TS21 4	436624	531880
TS21	437003	526015
TS22 5	444245	525267
TS22	444245	525267
TS23 1	445949	522340
TS23 2	445782	523937
TS23 3	446506	525018
TS23 4	447163	523546
TS23	446236	523991
TS24 0	452129	533907
TS24 4	451739	532830
TS24 7	451101	532311
TS24 8	450462	533423
TS24 9	449572	535131
TS24	450943	533770
TS25 1	451391	530404
TS25 2	450044	528651
TS25 3	449213	529554
TS25 4	449040	530562
TS25 5	450160	530888
TS25	450065	530058
TS26 0	448941	533390
TS26 8	450129	532812
TS26 9	450203	532127
TS26	449602	532893
TS27 3	446946	534113
TS27 4	445059	538446
TS27	445775	536800
TS28 5	440355	536876
TS28	440355	536876
TS29 6	437453	535235
TS29	437453	535235
TS3 0	452605	517690
TS3 6	451067	519819
TS3 7	451435	518300
TS3 8	451952	519186
TS3 9	452777	519044
TS3	452033	518653
TS4 2	450261	518925
TS4 3	450369	517347
TS4	450316	518126
TS5 4	447745	518435
TS5 5	448382	518082
TS5 6	449172	518639
TS5 7	448822	517129
TS5 8	448128	516079
TS5	448478	517538
TS6 0	454503	518227
TS6 1	454470	519386
TS6 6	453464	520538
TS6 7	455296	520244
TS6 8	456206	519398
TS6 9	455214	518960
TS6	454812	519307
TS7 0	453453	514821
TS7 8	451817	515412
TS7 9	453541	517057
TS7	452869	515720
TS8 0	450214	514059
TS8 9	449521	514459
TS8	449785	514307
TS9 5	452189	508826
TS9 6	456420	510396
TS9 7	453722	503460
TS9	454229	508189
TS	450392	521385
TW1 1	516341	174376
TW1 2	517309	174190
TW1 3	516480	173572
TW1 4	515870	172851
TW1 9	516031	173644
TW1	516429	173731
TW10 5	518810	173759
TW10 6	518329	174574
TW10 7	517363	172433
TW10	518018	173549
TW11 0	515518	170980
TW11 8	515848	171338
TW11 9	516761	170760
TW11	516055	171042
TW12 1	513893	171138
TW12 2	513447	169905
TW12 3	512993	170829
TW12	513446	170556
TW13 4	509968	172489
TW13 5	511957	172842
TW13 6	512149	171825
TW13 7	510709	172188
TW13	511163	172322
TW14 0	510830	174076
TW14 8	508810	173592
TW14 9	509906	173813
TW14	509790	173811
TW15 1	508331	170934
TW15 2	507144	171421
TW15 3	506198	171747
TW15	507319	171331
TW16 5	510999	169462
TW16 6	510130	169013
TW16 7	509701	170430
TW16	510182	169726
TW17 0	507324	168284
TW17 8	508757	167698
TW17 9	507830	166946
TW17	508071	167692
TW18 1	505025	170439
TW18 2	504150	170502
TW18 3	502911	171035
TW18 4	503685	171771
TW18 9	502902	171459
TW18	503967	170950
TW19 5	500496	173978
TW19 6	503665	174203
TW19 7	506027	173721
TW19	504358	173847
TW2 5	514853	172674
TW2 6	514183	173237
TW2 7	514528	173890
TW2	514534	173241
TW20 0	499343	171051
TW20 8	502182	170243
TW20 9	501042	171094
TW20	500742	170823
TW3 1	514099	175762
TW3 2	514023	174885
TW3 3	513274	175403
TW3 4	513583	176409
TW3 9	513804	175992
TW3	513747	175623
TW4 5	512783	174525
TW4 6	511595	175657
TW4 7	512044	175927
TW4	512226	175323
TW5 0	513138	177138
TW5 9	511512	177031
TW5	512283	177082
TW6 1	507565	175775
TW6 2	508258	176510
TW6 3	507247	174603
TW6	507699	175714
TW7 4	515130	176737
TW7 5	515967	177049
TW7 6	515853	175982
TW7 7	515835	175056
TW7	515691	176214
TW8 0	518080	177864
TW8 8	517363	177373
TW8 9	517354	178174
TW8	517633	177814
TW9 1	518073	175002
TW9 2	518435	175602
TW9 3	518939	176892
TW9 4	519283	176221
TW9	518630	175841
TW	511762	173200
UB1 1	512305	180321
UB1 2	512987	181372
UB1 3	513695	180641
UB1 9	512632	179976
UB1	512944	180784
UB10 0	507282	183001
UB10 8	507422	185990
UB10 9	507689	184204
UB10	507437	184498
UB11 1	507589	180588
UB11	507589	180588
UB18 7	510969	179185
UB18 9	510969	179185
UB18	510969	179185
UB2 4	513210	179300
UB2 5	511971	178920
UB2	512552	179098
UB3 1	508940	179576
UB3 2	509428	180944
UB3 3	510315	180115
UB3 4	509674	178907
UB3 5	508874	177475
UB3 9	510140	179496
UB3	509467	179633
UB4 0	510757	181271
UB4 8	509265	182401
UB4 9	511444	182085
UB4	510518	181927
UB5 4	513661	185011
UB5 5	512426	183966
UB5 6	512045	182998
UB5 9	513060	184355
UB5	512704	183967
UB6 0	515389	184914
UB6 7	516731	183807
UB6 8	515146	183214
UB6 9	513906	182554
UB6	515121	183536
UB7 0	506153	177749
UB7 7	505868	179806
UB7 8	506498	180784
UB7 9	506795	179335
UB7	506292	179518
UB8 1	505635	184370
UB8 2	505303	182931
UB8 3	506996	181800
UB8 9	504726	183833
UB8	505820	183019
UB9 4	504115	185644
UB9 5	503876	187495
UB9 6	505240	190268
UB9	504551	188432
UB	509969	182288
W10 4	524264	182662
W10 5	524054	181862
W10 6	523681	181425
W10	523991	181942
W11 1	524572	181268
W11 2	524761	180971
W11 3	524909	180531
W11 4	524139	180469
W11	524569	180800
W12 0	522350	180834
W12 6	523546	180621
W12 7	522979	180546
W12 8	523190	179852
W12 9	522174	179765
W12	522668	180280
W13 0	516291	181150
W13 8	516814	181247
W13 9	516690	180003
W13	516603	180689
W14 0	524004	179145
W14 8	524459	179144
W14 9	524481	178246
W14	524322	178856
W1A 0	529554	181451
W1A 1	529496	181442
W1A 2	529528	181426
W1A 3	529548	181452
W1A 4	529554	181451
W1A 5	529554	181451
W1A 6	529545	181453
W1A 7	529554	181451
W1A 8	529554	181451
W1A 9	529554	181451
W1A	529543	181447
W1B 1	528775	181834
W1B 2	528981	181218
W1B 3	529011	181363
W1B 4	529225	180776
W1B 5	529294	180820
W1B	529106	181117
W1C 1	528449	181154
W1C 2	528527	181090
W1C	528494	181118
W1D 1	529467	181349
W1D 2	529483	181298
W1D 3	529656	181194
W1D 4	529758	181078
W1D 5	529812	180963
W1D 6	529710	180841
W1D 7	529573	180797
W1D	529663	181052
W1F 0	529552	180999
W1F 7	529258	181071
W1F 8	529459	181187
W1F 9	529378	180891
W1F	529413	181042
W1G 0	528798	181321
W1G 6	528456	181894
W1G 7	528642	181879
W1G 8	528509	181626
W1G 9	528639	181515
W1G	528581	181653
W1H 1	527645	181729
W1H 2	527711	181584
W1H 4	527451	181652
W1H 5	527525	181368
W1H 6	528134	181244
W1H 7	527813	181195
W1H	527686	181454
W1J 0	529239	180552
W1J 5	528654	180445
W1J 6	528839	180669
W1J 7	528660	180184
W1J 8	528918	180391
W1J 9	529341	180488
W1J	528837	180409
W1K 1	528402	180307
W1K 2	528331	180605
W1K 3	528661	180742
W1K 4	528663	180888
W1K 5	528566	181014
W1K 6	528230	180940
W1K 7	528077	180776
W1K	528412	180763
W1S 1	528860	181042
W1S 2	528992	180861
W1S 3	529150	180687
W1S 4	529055	180530
W1S	529005	180782
W1T 1	529556	181538
W1T 2	529528	181704
W1T 3	529343	181489
W1T 4	529360	181830
W1T 5	529212	182169
W1T 6	529089	182049
W1T 7	529574	181832
W1T	529379	181786
W1U 1	528436	181239
W1U 2	528458	181433
W1U 3	528265	181407
W1U 4	528269	181716
W1U 5	528225	181901
W1U 6	527942	181784
W1U 7	528113	181594
W1U 8	527962	181494
W1U	528215	181585
W1W 5	528899	181999
W1W 6	529033	181759
W1W 7	529096	181575
W1W 8	529149	181389
W1W	529058	181655
W2 1	526799	181582
W2 2	527218	181119
W2 3	526319	180911
W2 4	525629	180835
W2 5	525497	181443
W2 6	526138	181402
W2 7	526711	181295
W2	526342	181221
W3 0	519730	181393
W3 6	520387	180669
W3 7	521231	180472
W3 8	519853	179657
W3 9	519635	180349
W3	520244	180468
W4 1	521162	178998
W4 2	521256	177971
W4 3	519991	177705
W4 4	520308	178280
W4 5	520391	178930
W4	520628	178350
W5 1	517635	182111
W5 2	517813	181129
W5 3	518548	180901
W5 4	517747	179213
W5 5	517734	180249
W5 9	517549	180457
W5	517878	180701
W6 0	522626	178908
W6 6	522451	178494
W6 7	523371	179077
W6 8	523759	178051
W6 9	522900	178265
W6	523032	178567
W7 1	515665	181220
W7 2	515794	179531
W7 3	515372	180617
W7	515580	180515
W8 4	525511	179942
W8 5	525751	179368
W8 6	525263	179160
W8 7	525191	179840
W8 9	525224	179387
W8	525409	179546
W9 1	525954	182571
W9 2	525477	182240
W9 3	524959	182371
W9	525478	182411
W	525333	180723
WA1 1	360286	388007
WA1 2	361031	388183
WA1 3	362410	389199
WA1 4	364498	389384
WA1 9	359940	388262
WA1	362084	388754
WA10 1	351273	395492
WA10 2	350669	395800
WA10 3	349623	394208
WA10 4	349593	395477
WA10 5	348248	395822
WA10 6	349859	396614
WA10 9	350958	395239
WA10	349916	395516
WA11 0	355392	396919
WA11 7	350181	398869
WA11 8	348449	400714
WA11 9	353301	397035
WA11	352311	398137
WA12 0	358404	396123
WA12 8	358556	394763
WA12 9	357616	395492
WA12	358062	395424
WA13 0	368475	386749
WA13 9	369126	387981
WA13	368800	387364
WA14 1	376951	388337
WA14 2	376516	387222
WA14 3	375815	386151
WA14 4	375770	388139
WA14 5	376108	389375
WA14	376188	387886
WA15 0	378733	385524
WA15 6	378234	389307
WA15 7	378939	388438
WA15 8	378530	387008
WA15 9	377418	386871
WA15	378418	387542
WA16 0	372233	379194
WA16 6	373861	381298
WA16 7	379260	379654
WA16 8	376720	377891
WA16 9	374895	374804
WA16	375343	378565
WA2 0	362599	390935
WA2 7	360925	389101
WA2 8	360700	391041
WA2 9	361056	390847
WA2	361433	390552
WA3 1	362454	397270
WA3 2	361972	397552
WA3 3	360431	398059
WA3 4	365171	395578
WA3 5	367034	395335
WA3 6	366374	391896
WA3 7	363918	392913
WA3	363714	395568
WA4 1	362393	387544
WA4 2	363264	386852
WA4 3	362978	385845
WA4 4	360927	381448
WA4 5	361482	384372
WA4 6	360270	386149
WA4 9	359749	388260
WA4	361690	385626
WA5 0	359777	389642
WA5 1	358567	388262
WA5 2	356501	387676
WA5 3	356468	389040
WA5 4	356626	393079
WA5 6	356870	390985
WA5 7	358326	390778
WA5 8	358055	389532
WA5 9	358985	390332
WA5	357708	389286
WA55 1	359558	388571
WA55	359558	388571
WA6 0	348321	374447
WA6 6	352648	375726
WA6 7	352291	377894
WA6 8	355815	373905
WA6 9	349882	374040
WA6	351811	375351
WA7 1	353091	383189
WA7 2	353657	381567
WA7 3	354956	379904
WA7 4	351086	381453
WA7 5	352136	382136
WA7 6	355368	381287
WA7	353190	381720
WA8 0	351857	385293
WA8 2	351308	385405
WA8 3	353081	387577
WA8 4	348922	387135
WA8 5	350238	388482
WA8 6	351781	386226
WA8 7	350622	385939
WA8 8	348896	385346
WA8 9	351040	387619
WA8	350728	386442
WA88 1	348950	385954
WA88	348950	385954
WA9 1	352516	395380
WA9 2	354107	395121
WA9 3	352906	393700
WA9 4	352681	391949
WA9 5	350250	393187
WA9	352340	393523
WA	360499	388414
WC1A 1	530103	181451
WC1A 2	530308	181594
WC1A 9	530283	181380
WC1A	530226	181486
WC1B 3	529978	181562
WC1B 4	530347	181751
WC1B 5	530204	181872
WC1B	530103	181679
WC1E 6	529608	182039
WC1E 7	529699	181873
WC1E	529659	181945
WC1H 0	529856	182316
WC1H 8	530359	182672
WC1H 9	530088	182485
WC1H	530098	182490
WC1N 1	530283	182238
WC1N 2	530772	182114
WC1N 3	530561	181954
WC1N	530534	182091
WC1R 4	530709	181721
WC1R 5	530970	181770
WC1R	530796	181738
WC1V 6	530734	181594
WC1V 7	530719	181520
WC1V	530727	181558
WC1X 0	530948	182409
WC1X 8	530738	182175
WC1X 9	530812	182768
WC1X	530821	182461
WC2A 1	531010	181403
WC2A 2	530871	181205
WC2A 3	530823	181392
WC2A	530905	181367
WC2B 4	530626	181094
WC2B 5	530424	181254
WC2B 6	530555	181327
WC2B	530500	181232
WC2E 7	530457	180880
WC2E 8	530304	180884
WC2E 9	530237	180961
WC2E	530330	180916
WC2H 0	529943	180917
WC2H 7	529927	180807
WC2H 8	530022	181269
WC2H 9	530144	181132
WC2H	530032	181041
WC2N 4	530127	180750
WC2N 5	530208	180473
WC2N 6	530346	180598
WC2N	530227	180616
WC2R 0	530412	180761
WC2R 1	530791	181011
WC2R 2	530887	180811
WC2R 3	530993	180976
WC2R	530637	180862
WC	530374	181605
WD17 1	510685	196835
WD17 2	511251	196379
WD17 3	509650	197407
WD17 4	509974	198023
WD17	510378	197251
WD18 0	510703	196020
WD18 1	509386	195831
WD18 6	509689	195249
WD18 7	509708	196124
WD18 8	508887	195326
WD18 9	508501	194695
WD18	509734	195747
WD19 4	511479	194896
WD19 5	512113	193593
WD19 6	511484	192574
WD19 7	511038	193342
WD19	511466	193703
WD23 1	514436	194358
WD23 2	512430	196480
WD23 3	513584	195566
WD23 4	514434	194995
WD23 9	509240	195710
WD23	513523	195319
WD24 4	511221	197590
WD24 5	510232	198576
WD24 6	510658	198725
WD24 7	511352	198483
WD24	510871	198326
WD25 0	510853	200283
WD25 7	510377	200568
WD25 8	514054	198082
WD25 9	511841	199815
WD25	511545	199860
WD3 0	505658	194539
WD3 1	506161	194086
WD3 3	507617	195745
WD3 4	505279	196507
WD3 5	502896	195794
WD3 6	503597	198621
WD3 7	505025	194585
WD3 8	504216	194234
WD3 9	503138	192269
WD3	505101	195244
WD4 4	507164	202703
WD4 8	507629	202415
WD4 9	505186	202078
WD4	506708	202310
WD5 0	509445	201907
WD5 5	507164	202703
WD5	509327	201948
WD6 1	519775	196778
WD6 2	520248	196010
WD6 3	518127	195780
WD6 4	518699	197579
WD6 5	519762	197851
WD6 9	519313	196682
WD6	519345	196784
WD7 0	516433	199583
WD7 7	516549	199896
WD7 8	515949	199474
WD7 9	518421	200802
WD7	516864	199983
WD99 1	509240	195710
WD99	509240	195710
WD	511443	197064
WF1 1	433307	420640
WF1 2	432686	422469
WF1 3	433276	422226
WF1 4	434211	421306
WF1 5	434444	419560
WF1 9	433036	420577
WF1	433532	421237
WF10 1	442207	425655
WF10 2	443014	427382
WF10 3	445241	425254
WF10 4	443461	425010
WF10 5	441869	424695
WF10	443252	425492
WF11 0	449603	422940
WF11 8	448971	423952
WF11 9	449078	425626
WF11	449187	424185
WF12 0	424621	418654
WF12 7	425817	422762
WF12 8	425872	421319
WF12 9	424269	420432
WF12	425180	420830
WF13 1	424570	421845
WF13 2	424020	422050
WF13 3	422554	420816
WF13 4	423071	422660
WF13 9	424257	421315
WF13	423432	421818
WF14 0	420211	421246
WF14 8	420244	419292
WF14 9	420231	420484
WF14	420228	420431
WF15 6	420344	424040
WF15 7	420439	422966
WF15 8	418329	423876
WF15	419880	423579
WF16 0	421918	423354
WF16 6	421646	423404
WF16 9	421829	424151
WF16	421864	423803
WF17 0	423707	425801
WF17 5	424445	424126
WF17 6	425159	423617
WF17 7	423606	423597
WF17 8	423065	424835
WF17 9	422515	426461
WF17	423696	424780
WF2 0	431299	422371
WF2 6	434478	417256
WF2 7	433096	417728
WF2 8	431450	419729
WF2 9	431633	420789
WF2	432340	419669
WF3 1	428375	425458
WF3 2	430450	425476
WF3 3	432786	426067
WF3 4	434798	424184
WF3	431407	425370
WF4 1	438342	418438
WF4 2	436857	414124
WF4 3	431441	416391
WF4 4	426256	416249
WF4 5	429586	418190
WF4 6	429273	418565
WF4	431848	416890
WF5 0	428665	419866
WF5 5	427909	420510
WF5 8	427549	420388
WF5 9	427880	421379
WF5	428068	420519
WF6 1	438976	422278
WF6 2	438305	423409
WF6	438666	422801
WF7 5	442733	419975
WF7 6	441738	421185
WF7 7	443901	416898
WF7	442887	419135
WF8 1	445720	422329
WF8 2	446493	422143
WF8 3	447813	419038
WF8 4	444928	421379
WF8 9	445781	422073
WF8	446286	421267
WF9 1	447586	413834
WF9 2	447039	411185
WF9 3	444951	410864
WF9 4	442844	412913
WF9 5	441675	414823
WF9	445019	412410
WF90 8	431359	419256
WF90	431359	419256
WF	433368	421095
WN1 1	358206	405844
WN1 2	358136	407635
WN1 3	359100	405912
WN1 9	358107	405723
WN1	358450	406439
WN2 1	360773	407786
WN2 2	360745	405385
WN2 3	361642	404014
WN2 4	363186	403715
WN2 5	360585	402150
WN2	361486	404551
WN3 4	358920	404548
WN3 5	357413	403862
WN3 6	355923	403174
WN3	357309	403811
WN4 0	356161	400376
WN4 8	358340	399978
WN4 9	357497	399386
WN4	357352	399867
WN5 0	355382	405789
WN5 7	353089	401477
WN5 8	353942	404658
WN5 9	355907	404911
WN5	354562	404148
WN6 0	356157	410136
WN6 7	357158	406589
WN6 8	355348	408044
WN6 9	352848	410730
WN6	355627	408870
WN7 1	365879	400641
WN7 2	367179	400196
WN7 3	365899	398896
WN7 4	364838	399982
WN7 5	364858	401498
WN7	365747	400268
WN8 0	351651	405465
WN8 6	349099	406674
WN8 7	349064	410297
WN8 8	347126	406309
WN8 9	349375	404869
WN8	349105	406534
WN	357902	404324
WR1 1	385139	255816
WR1 2	385243	254829
WR1 3	384909	255757
WR1	385100	255447
WR10 1	394670	246039
WR10 2	396115	248496
WR10 3	396133	243180
WR10 9	395051	246818
WR10	395574	246271
WR11 1	404248	242896
WR11 2	402970	242687
WR11 3	404606	243713
WR11 4	403612	244898
WR11 7	406469	241967
WR11 8	406724	247924
WR11	404903	244135
WR12 7	408796	238178
WR12	408796	238178
WR13 5	375336	248085
WR13 6	377516	240856
WR13	376556	244042
WR14 1	378014	247853
WR14 2	378708	246427
WR14 3	378531	245272
WR14 4	377163	244364
WR14 9	377648	245922
WR14	378139	246221
WR15 8	361278	267641
WR15	361278	267641
WR2 4	383681	252894
WR2 5	383311	254687
WR2 6	382915	257095
WR2	383355	254606
WR3 7	385147	258092
WR3 8	386040	257073
WR3	385551	257632
WR4 0	388070	256245
WR4 4	386637	256386
WR4 9	386899	256445
WR4	387331	256365
WR5 1	386675	254875
WR5 2	386799	253454
WR5 3	385727	251747
WR5	386334	253205
WR6 5	373237	253438
WR6 6	375607	263489
WR6	374557	259035
WR7 4	396313	255479
WR7	396313	255479
WR78 1	384821	255518
WR78	384821	255518
WR8 0	384571	241651
WR8 9	389234	244326
WR8	386101	242529
WR9 0	386982	265106
WR9 7	390959	262040
WR9 8	389612	262844
WR9 9	388966	264046
WR9	389259	263333
WR99 1	387844	256186
WR99 2	384821	255518
WR99	387239	256053
WR	387209	252090
WS1 1	401406	298608
WS1 2	402100	298280
WS1 3	401571	297606
WS1 4	400984	297121
WS1 9	401366	298709
WS1	401536	298008
WS10 0	400082	295042
WS10 1	398227	295822
WS10 7	398002	295316
WS10 8	397465	296878
WS10 9	398877	295911
WS10	398580	295854
WS11 0	398139	309246
WS11 1	397281	309978
